LotArea,Neighborhood,OverallQual,YearBuilt,Exterior1st,ExterQual,Foundation,BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,SalePrice
4438,CollgCr,6,2004,VinylSd,Gd,PConc,Gd,GLQ,662,186,848,Ex,SBrkr,848,0,0,848,1,1,Gd,4,1,Gd,Attchd,Fin,420,TA,140,0,144500
8712,IDOTRR,5,1952,Wd Sdng,Fa,CBlock,TA,Unf,0,540,540,TA,FuseA,1044,0,0,1044,0,1,Fa,4,0,NA,Basment,Unf,504,TA,0,0,55993
9750,NAmes,6,1958,MetalSd,TA,CBlock,TA,Rec,608,834,1442,Gd,SBrkr,1442,0,0,1442,0,1,TA,7,0,NA,Attchd,RFn,301,TA,0,0,157900
8248,Edwards,5,1918,Stucco,TA,BrkTil,TA,Unf,0,686,686,Gd,SBrkr,686,564,0,1250,0,1,Fa,7,0,NA,Detchd,Unf,280,TA,207,0,116000
12137,CollgCr,7,1998,VinylSd,TA,PConc,Gd,Unf,0,1649,1649,Ex,SBrkr,1661,0,0,1661,0,2,Gd,6,0,NA,Attchd,RFn,598,TA,0,34,224900
11425,NAmes,5,1954,BrkFace,TA,CBlock,TA,BLQ,486,522,1008,Gd,SBrkr,1008,0,0,1008,0,1,TA,4,1,Gd,Attchd,RFn,275,TA,0,0,137000
13265,Mitchel,8,2002,CemntBd,Gd,PConc,Gd,GLQ,1218,350,1568,Ex,SBrkr,1689,0,0,1689,1,2,Gd,7,2,Gd,Attchd,RFn,857,TA,150,59,271000
8816,ClearCr,6,1971,HdBoard,TA,CBlock,TA,GLQ,504,506,1010,Gd,SBrkr,1052,0,0,1052,1,1,TA,6,0,NA,Attchd,Unf,440,TA,0,0,155000
6371,NridgHt,7,2009,VinylSd,Gd,PConc,Gd,GLQ,733,625,1358,Ex,SBrkr,1358,0,0,1358,1,2,Gd,6,1,Gd,Attchd,RFn,484,TA,192,35,224000
7226,CollgCr,7,2003,VinylSd,Gd,PConc,Gd,Unf,0,798,798,Ex,SBrkr,798,842,0,1640,0,2,Gd,6,0,NA,Attchd,RFn,595,TA,0,45,183000
6000,OldTown,4,1953,MetalSd,Fa,CBlock,Fa,Unf,0,936,936,TA,SBrkr,936,0,0,936,0,1,TA,4,0,NA,Detchd,Unf,576,TA,0,32,93000
10500,NAmes,5,1971,MetalSd,TA,CBlock,TA,ALQ,349,23,372,TA,SBrkr,576,533,0,1109,0,1,TA,5,0,NA,BuiltIn,Unf,288,TA,35,0,139000
8480,NAmes,5,1947,MetalSd,TA,CBlock,TA,Rec,442,390,832,TA,SBrkr,832,384,0,1216,0,1,TA,6,0,NA,Detchd,Unf,336,TA,158,0,118500
6292,SWISU,7,1928,Wd Sdng,TA,BrkTil,TA,Unf,0,861,861,Gd,SBrkr,877,600,0,1477,0,2,TA,6,1,Gd,Detchd,Unf,216,TA,0,50,145000
11777,Sawyer,5,1966,VinylSd,TA,CBlock,TA,LwQ,328,285,1164,Ex,SBrkr,1320,0,0,1320,1,1,TA,6,2,Fa,Attchd,RFn,564,TA,160,68,164500
3604,Somerst,7,2007,VinylSd,Gd,PConc,Gd,Unf,0,689,689,Ex,SBrkr,703,689,0,1392,0,2,Gd,5,0,NA,Detchd,Unf,540,TA,0,102,146000
12150,OldTown,5,1954,MetalSd,TA,BrkTil,TA,Unf,0,1050,1050,Ex,FuseF,1050,745,0,1795,0,2,TA,7,0,NA,Attchd,Unf,352,Fa,0,0,131500
14585,NAmes,6,1960,Wd Sdng,TA,CBlock,TA,BLQ,594,331,1144,Ex,SBrkr,1429,0,0,1429,0,1,Gd,7,2,Gd,Attchd,Unf,572,TA,216,110,181900
12704,NridgHt,8,2008,VinylSd,Ex,PConc,Ex,Unf,0,2042,2042,Ex,SBrkr,2042,0,0,2042,0,2,Ex,8,1,Gd,Attchd,RFn,1390,TA,0,90,253293
11841,Edwards,6,1990,HdBoard,TA,CBlock,Gd,GLQ,816,0,816,TA,SBrkr,816,0,0,816,1,1,TA,5,0,NA,NA,NA,0,NA,0,32,118500
13500,OldTown,10,1893,Wd Sdng,Ex,BrkTil,TA,Unf,0,1237,1237,Gd,SBrkr,1521,1254,0,2775,0,3,Gd,9,1,Gd,Detchd,Unf,880,Gd,105,502,325000
6120,BrkSide,4,1935,AsbShng,TA,BrkTil,TA,Unf,0,884,884,Ex,SBrkr,989,584,0,1573,0,1,Gd,6,0,NA,Detchd,Unf,240,TA,0,0,133000
11694,NridgHt,9,2007,CemntBd,Ex,PConc,Ex,GLQ,48,1774,1822,Ex,SBrkr,1828,0,0,1828,0,2,Gd,9,1,Gd,Attchd,Unf,774,TA,0,108,314813
12244,Timber,8,2003,VinylSd,Gd,PConc,Gd,GLQ,871,611,1482,Ex,SBrkr,1482,780,0,2262,1,2,Gd,10,2,Gd,Attchd,Fin,749,TA,168,0,305000
8248,Edwards,3,1914,Stucco,TA,BrkTil,TA,BLQ,41,823,864,TA,FuseF,864,0,0,864,1,1,TA,5,0,NA,NA,NA,0,NA,0,0,67000
10800,NWAmes,6,1974,HdBoard,TA,CBlock,TA,ALQ,956,384,1522,TA,SBrkr,1548,1066,0,2614,0,2,TA,9,1,TA,Attchd,RFn,624,TA,38,243,240000
7064,Sawyer,5,1977,Plywood,TA,CBlock,TA,BLQ,560,420,980,TA,SBrkr,980,0,0,980,0,1,TA,6,0,NA,Detchd,Unf,484,TA,192,0,135000
2117,Somerst,6,2000,MetalSd,Gd,PConc,Gd,GLQ,420,336,756,Ex,SBrkr,756,756,0,1512,0,2,Gd,4,1,TA,Detchd,Unf,440,TA,0,32,168500
10400,NWAmes,6,1972,VinylSd,TA,CBlock,TA,Rec,247,485,732,Gd,SBrkr,1012,778,0,1790,1,1,TA,8,1,TA,Attchd,RFn,484,TA,148,0,165150
10000,NAmes,6,1962,Wd Sdng,TA,CBlock,TA,Unf,0,1116,1116,TA,SBrkr,1116,0,0,1116,0,1,TA,5,0,NA,Attchd,Unf,440,TA,0,0,160000
12342,NAmes,5,1960,Wd Sdng,TA,CBlock,TA,Unf,0,978,978,TA,SBrkr,1422,0,0,1422,0,1,TA,6,1,TA,Attchd,RFn,286,TA,0,0,139900
9600,NAmes,6,1955,AsbShng,TA,CBlock,TA,BLQ,674,350,1156,Ex,SBrkr,1520,0,0,1520,1,1,TA,7,2,Gd,Basment,RFn,364,TA,0,0,153000
11606,NAmes,5,1969,Plywood,TA,PConc,Gd,Rec,650,390,1040,TA,SBrkr,1040,1040,0,2080,0,1,Fa,9,2,TA,Attchd,Unf,504,TA,335,0,135000
9084,Edwards,4,1940,MetalSd,TA,CBlock,TA,Unf,0,755,755,TA,SBrkr,755,755,0,1510,1,1,TA,7,1,Gd,Detchd,Unf,296,Fa,120,0,108000
8750,CollgCr,7,1996,VinylSd,Gd,PConc,Gd,Unf,0,880,880,Ex,SBrkr,909,807,0,1716,0,2,Gd,7,1,TA,Attchd,RFn,512,TA,0,120,191000
10320,IDOTRR,6,1906,MetalSd,TA,CBlock,TA,Unf,0,756,756,Ex,SBrkr,756,713,0,1469,0,1,TA,7,0,NA,Detchd,Unf,216,TA,57,0,135000
10437,NoRidge,8,1995,MetalSd,Gd,PConc,Gd,GLQ,1696,413,2109,Ex,SBrkr,2113,0,0,2113,1,2,Gd,7,1,TA,Attchd,Fin,839,TA,236,46,350000
1680,BrDale,6,1971,HdBoard,TA,CBlock,TA,Unf,0,525,525,TA,SBrkr,525,567,0,1092,0,1,TA,6,0,NA,Detchd,Unf,264,TA,0,0,88000
10007,NAmes,5,1959,HdBoard,Gd,CBlock,TA,ALQ,806,247,1053,Ex,SBrkr,1053,0,0,1053,1,1,Gd,5,0,NA,Attchd,RFn,312,TA,0,0,145500
7200,Crawfor,7,1931,Stucco,TA,BrkTil,Gd,Unf,0,776,776,TA,SBrkr,851,651,0,1502,0,1,TA,6,1,Gd,Attchd,RFn,270,TA,0,0,149000
17503,NAmes,6,1948,VinylSd,TA,CBlock,TA,Unf,0,912,912,TA,SBrkr,912,546,0,1458,0,1,TA,6,1,Gd,Attchd,Unf,330,TA,192,0,97500
9937,Edwards,5,1964,MetalSd,TA,PConc,TA,BLQ,637,849,1486,Ex,SBrkr,1486,0,0,1486,1,1,TA,7,0,NA,Detchd,Fin,480,TA,0,0,167000
12384,NWAmes,7,1976,Plywood,TA,CBlock,Gd,Unf,0,793,793,TA,SBrkr,1142,793,0,1935,0,2,TA,7,1,TA,Attchd,RFn,550,TA,0,113,197900
46589,NoRidge,8,1994,VinylSd,Gd,PConc,Gd,GLQ,1361,88,1629,Ex,SBrkr,1686,762,0,2448,1,2,Gd,8,1,TA,Attchd,RFn,711,TA,517,76,402000
11228,SawyerW,7,1993,VinylSd,Gd,PConc,Gd,BLQ,50,499,1080,Ex,SBrkr,1080,1017,0,2097,0,2,Gd,9,1,TA,Attchd,Unf,678,TA,196,187,228000
8899,Gilbert,7,2007,VinylSd,Gd,PConc,Gd,GLQ,24,1316,1340,Ex,SBrkr,1340,0,0,1340,0,2,Gd,6,0,NA,Attchd,Fin,396,TA,100,30,181134
7844,Sawyer,6,1978,HdBoard,TA,CBlock,TA,ALQ,209,463,672,TA,SBrkr,672,728,0,1400,0,1,TA,6,1,TA,Attchd,Fin,440,TA,0,0,149500
22420,Crawfor,6,1918,Wd Sdng,TA,BrkTil,Gd,BLQ,1128,242,1370,TA,FuseA,1370,1254,0,2624,1,2,TA,10,1,Gd,Detchd,Unf,864,TA,0,0,239000
8160,Edwards,5,1940,MetalSd,TA,BrkTil,TA,ALQ,312,444,756,Fa,FuseF,756,378,0,1134,1,1,TA,7,0,NA,Detchd,Unf,240,TA,0,0,126000
8450,NAmes,5,1968,VinylSd,TA,CBlock,TA,BLQ,775,281,1056,Ex,SBrkr,1056,0,0,1056,1,1,TA,6,1,Fa,Attchd,Unf,304,TA,0,85,142000
7060,Mitchel,7,1997,VinylSd,TA,PConc,Gd,GLQ,1309,35,1344,Ex,SBrkr,1344,0,0,1344,2,2,TA,8,0,NA,Attchd,Fin,784,TA,0,0,206300
16635,NWAmes,6,1977,CemntBd,Gd,CBlock,Gd,ALQ,1246,356,1602,Gd,SBrkr,1602,0,0,1602,0,2,Gd,8,1,TA,Attchd,Fin,529,TA,240,0,215000
21750,Mitchel,5,1954,HdBoard,TA,CBlock,TA,Unf,0,988,988,Ex,FuseA,988,0,0,988,0,1,TA,4,0,NA,Attchd,RFn,520,TA,0,0,113000
9200,NoRidge,8,1998,VinylSd,Gd,PConc,Gd,GLQ,986,484,1470,Gd,SBrkr,1470,1160,0,2630,1,2,Gd,8,1,TA,Attchd,Fin,696,TA,0,66,315000
9000,NAmes,6,1956,Wd Sdng,TA,CBlock,Gd,LwQ,616,580,1196,Gd,FuseA,1196,0,0,1196,1,1,TA,6,1,Gd,Attchd,RFn,297,TA,0,44,139000
5100,OldTown,8,1925,Stucco,TA,PConc,TA,Unf,0,588,588,Fa,SBrkr,833,833,0,1666,0,1,Gd,7,1,Gd,Detchd,Unf,228,TA,192,63,161000
7015,BrkSide,5,1950,MetalSd,TA,CBlock,TA,LwQ,185,524,709,TA,SBrkr,979,224,0,1203,1,1,Gd,5,1,TA,Detchd,Unf,352,TA,0,0,110000
8004,Somerst,8,2009,VinylSd,Gd,PConc,Gd,GLQ,544,288,832,Ex,SBrkr,832,1103,0,1935,1,2,TA,8,0,NA,BuiltIn,Fin,552,TA,0,150,263435
7200,SWISU,7,1936,Wd Sdng,Gd,PConc,Gd,ALQ,350,0,560,Ex,SBrkr,575,560,0,1135,1,1,Gd,6,0,NA,Detchd,RFn,576,TA,256,0,155000
8281,Sawyer,5,1965,MetalSd,TA,CBlock,TA,Rec,553,0,864,Gd,SBrkr,864,0,0,864,0,1,TA,5,1,Po,Detchd,Unf,360,TA,0,0,62383
11988,Crawfor,6,1934,Stucco,TA,CBlock,TA,LwQ,326,389,715,Fa,FuseA,849,811,0,1660,0,1,TA,6,1,Gd,Detchd,Unf,240,TA,0,0,188700
8430,CollgCr,5,1978,HdBoard,TA,CBlock,Gd,Rec,616,424,1040,TA,SBrkr,1040,0,0,1040,0,2,TA,5,0,NA,NA,NA,0,NA,0,0,124000
3072,Blmngtn,7,2004,VinylSd,Gd,PConc,Gd,Unf,0,1375,1375,Ex,SBrkr,1414,0,0,1414,0,2,Gd,6,1,TA,Attchd,Fin,398,TA,144,20,178740
10628,NAmes,7,1970,Plywood,TA,CBlock,TA,GLQ,778,499,1277,TA,SBrkr,1277,0,0,1277,1,1,TA,5,1,Po,Attchd,Unf,526,TA,0,0,167000
9480,NAmes,5,1942,MetalSd,TA,CBlock,TA,LwQ,386,342,728,Ex,SBrkr,888,756,0,1644,0,1,Gd,7,2,Gd,Attchd,Unf,312,TA,168,0,146500
11428,NridgHt,8,2006,VinylSd,Gd,PConc,Gd,Unf,0,1626,1626,Ex,SBrkr,1634,0,0,1634,0,2,Gd,7,1,Gd,Attchd,RFn,866,TA,0,44,250000
9170,Edwards,5,1965,MetalSd,TA,CBlock,TA,ALQ,698,420,1214,Ex,SBrkr,1214,0,0,1214,1,1,TA,6,0,NA,Detchd,Unf,461,Fa,0,0,140000
15602,Crawfor,7,1959,BrkFace,TA,CBlock,TA,ALQ,1247,254,1501,TA,SBrkr,1801,0,0,1801,1,2,TA,6,2,TA,Attchd,Fin,484,TA,0,54,289000
2308,NPkVill,6,1974,Plywood,TA,CBlock,TA,ALQ,257,103,855,TA,SBrkr,855,467,0,1322,0,2,TA,6,1,Fa,Attchd,Unf,440,TA,260,0,147000
7596,OldTown,5,1952,Wd Sdng,TA,CBlock,TA,Unf,0,960,960,Gd,SBrkr,960,1000,0,1960,0,2,TA,10,0,NA,Detchd,Unf,400,TA,0,0,124500
9554,SawyerW,8,1993,VinylSd,Gd,PConc,Gd,GLQ,380,397,777,Ex,SBrkr,1065,846,0,1911,0,2,Gd,8,1,TA,Attchd,RFn,471,TA,182,81,215000
7862,Somerst,6,2009,VinylSd,Gd,PConc,Gd,GLQ,27,1191,1218,Ex,SBrkr,1218,0,0,1218,0,2,Gd,4,0,NA,Attchd,Fin,676,TA,0,102,208300
9600,OldTown,7,1928,MetalSd,TA,BrkTil,TA,Rec,141,548,689,Ex,SBrkr,689,689,0,1378,0,2,Gd,7,1,Gd,Detchd,Unf,360,TA,0,0,161000
9600,NAmes,5,1959,MetalSd,TA,CBlock,TA,ALQ,991,50,1041,Ex,SBrkr,1041,0,0,1041,1,1,TA,6,0,NA,Attchd,RFn,270,TA,224,88,124500
14559,NAmes,5,1951,Wd Sdng,Gd,CBlock,TA,BLQ,650,178,1008,Ex,SBrkr,1363,0,0,1363,1,1,TA,6,2,TA,CarPort,Unf,288,TA,324,42,164900
6792,NridgHt,7,2005,VinylSd,Gd,PConc,Gd,Unf,0,1368,1368,Ex,SBrkr,1368,0,0,1368,0,2,Gd,6,1,Gd,Attchd,RFn,474,TA,132,35,202665
9100,NAmes,5,1958,VinylSd,TA,CBlock,TA,BLQ,521,169,864,TA,SBrkr,864,0,0,864,1,1,TA,5,0,NA,Detchd,Unf,624,TA,0,0,129900
8737,BrkSide,6,1923,BrkFace,TA,BrkTil,Gd,Rec,300,765,1065,Ex,FuseA,915,720,0,1635,0,1,TA,6,1,Gd,Detchd,Unf,440,TA,0,38,210000
7244,Mitchel,5,1970,VinylSd,TA,CBlock,Gd,ALQ,619,149,768,Ex,SBrkr,768,0,0,768,1,1,TA,5,0,NA,Detchd,Unf,624,TA,104,0,129500
8235,OldTown,5,1955,MetalSd,TA,CBlock,TA,LwQ,180,0,825,TA,SBrkr,825,0,0,825,1,1,TA,4,0,NA,Detchd,RFn,720,TA,140,50,125000
9375,Somerst,7,2003,VinylSd,Gd,PConc,Gd,Unf,0,912,912,Ex,SBrkr,912,1182,0,2094,0,2,Gd,8,1,Gd,BuiltIn,Fin,615,TA,182,182,263000
4043,NPkVill,6,1977,Plywood,TA,CBlock,Gd,ALQ,559,510,1069,TA,SBrkr,1069,0,0,1069,0,2,TA,4,0,NA,Attchd,RFn,440,TA,0,55,140000
6000,OldTown,5,1957,BrkFace,TA,CBlock,TA,Rec,308,620,928,Gd,FuseA,928,0,0,928,0,1,TA,5,0,NA,Attchd,Fin,288,TA,0,0,112500
11700,NWAmes,6,1968,HdBoard,Gd,CBlock,TA,ALQ,384,143,702,Gd,SBrkr,1041,702,0,1743,0,1,TA,7,1,Gd,Attchd,Unf,539,TA,224,0,175000
14000,Crawfor,6,1950,HdBoard,TA,CBlock,TA,Unf,0,1092,1092,Ex,SBrkr,1152,0,0,1152,0,1,Gd,6,1,Gd,Attchd,Unf,300,TA,0,36,158500
15750,Crawfor,5,1953,MetalSd,TA,CBlock,TA,BLQ,841,324,1165,TA,SBrkr,1336,0,0,1336,1,1,TA,5,2,Gd,Attchd,Unf,375,TA,0,0,157000
16226,CollgCr,8,1998,VinylSd,Gd,PConc,Gd,GLQ,281,747,1028,Ex,SBrkr,1210,1242,0,2452,0,2,Gd,9,1,TA,BuiltIn,Fin,683,TA,208,50,267000
13704,CollgCr,7,2001,VinylSd,Gd,PConc,Gd,Unf,0,1541,1541,Ex,SBrkr,1541,0,0,1541,0,2,Gd,6,1,TA,Attchd,RFn,843,TA,468,81,205000
9800,CollgCr,5,1972,VinylSd,TA,PConc,TA,ALQ,894,0,894,TA,SBrkr,894,0,0,894,1,1,TA,5,0,NA,Attchd,Unf,552,TA,256,0,149900
18386,OldTown,7,1880,CemntBd,TA,BrkTil,TA,Unf,0,1470,1470,Ex,SBrkr,1675,1818,0,3493,0,3,Gd,10,1,Ex,Attchd,Unf,870,TA,302,0,295000
10386,CollgCr,8,2004,CemntBd,Gd,PConc,Gd,GLQ,1464,536,2000,Ex,SBrkr,2000,0,0,2000,1,2,Gd,8,0,NA,Attchd,Fin,888,TA,168,0,305900
13474,SawyerW,7,1990,HdBoard,Gd,CBlock,Gd,ALQ,700,0,700,Gd,SBrkr,1122,1121,0,2243,1,2,Gd,8,1,TA,Attchd,RFn,746,TA,127,44,225000
7920,IDOTRR,6,1920,MetalSd,TA,CBlock,TA,Unf,0,319,319,TA,FuseA,1035,371,0,1406,0,1,Fa,6,0,NA,NA,NA,0,NA,0,144,89500
12342,Edwards,4,1940,VinylSd,TA,CBlock,TA,BLQ,262,599,861,Ex,SBrkr,861,0,0,861,0,1,TA,4,0,NA,Detchd,Unf,539,TA,158,0,82500
8520,OldTown,6,1928,VinylSd,TA,BrkTil,TA,Unf,0,624,624,Gd,SBrkr,720,0,0,720,0,1,TA,5,0,NA,Detchd,Unf,484,TA,106,0,105900
8400,SWISU,6,1940,Wd Sdng,TA,CBlock,TA,LwQ,388,552,940,Ex,SBrkr,1192,403,0,1595,0,1,TA,6,2,Gd,Attchd,Unf,240,TA,0,0,140000
11249,CollgCr,6,1995,VinylSd,Gd,PConc,Gd,ALQ,334,322,1200,Ex,SBrkr,1200,0,0,1200,1,2,Gd,6,0,NA,Attchd,RFn,521,TA,0,26,177500
9248,Gilbert,6,1992,HdBoard,TA,PConc,Gd,GLQ,560,598,1158,Gd,SBrkr,1167,0,0,1167,1,2,Gd,6,0,NA,Attchd,RFn,400,TA,120,26,173000
4224,MeadowV,5,1976,CemntBd,TA,PConc,Gd,ALQ,874,268,1142,TA,SBrkr,1142,0,0,1142,1,1,TA,6,1,Po,Attchd,Fin,528,TA,536,90,134000
6930,ClearCr,5,1958,Wd Sdng,TA,CBlock,TA,BLQ,300,468,1062,Ex,FuseF,1352,0,0,1352,0,1,Gd,6,0,NA,BuiltIn,Unf,288,TA,168,0,130000
12011,NoRidge,8,1998,VinylSd,Gd,PConc,Gd,GLQ,956,130,1086,Ex,SBrkr,1086,838,0,1924,1,2,Gd,7,1,TA,Attchd,RFn,592,TA,208,75,280000
7540,Mitchel,6,1978,VinylSd,TA,CBlock,Gd,GLQ,773,115,888,Ex,SBrkr,912,0,0,912,1,1,TA,5,1,TA,Attchd,RFn,470,TA,0,0,156000
9144,BrkSide,5,1940,MetalSd,TA,CBlock,TA,Rec,399,484,883,Gd,SBrkr,988,517,0,1505,1,1,TA,8,0,NA,Detchd,Unf,240,TA,0,0,145000
7301,Edwards,7,2003,HdBoard,Gd,Slab,NA,NA,0,0,0,Ex,SBrkr,495,1427,0,1922,0,3,Gd,7,1,Ex,BuiltIn,RFn,672,TA,0,0,198500
1680,BrDale,6,1972,HdBoard,TA,CBlock,TA,ALQ,162,321,483,Gd,SBrkr,483,504,0,987,0,1,Gd,5,0,NA,Detchd,Unf,264,TA,250,0,118000
7590,NAmes,5,1962,VinylSd,TA,CBlock,TA,ALQ,540,324,864,TA,SBrkr,876,936,0,1812,0,2,TA,8,1,TA,Attchd,RFn,264,TA,0,168,169500
8967,IDOTRR,5,1920,MetalSd,TA,BrkTil,Fa,Unf,0,961,961,Gd,Mix,1077,0,0,1077,0,1,TA,6,0,NA,Detchd,Unf,338,Po,0,0,67000
8125,Somerst,7,2006,CemntBd,Gd,PConc,Gd,GLQ,812,280,1092,Ex,SBrkr,1112,438,0,1550,1,2,Gd,7,0,NA,Attchd,Fin,438,TA,0,168,241000
14963,Veenker,8,1996,BrkFace,Gd,PConc,Gd,GLQ,786,474,1260,Ex,SBrkr,1288,0,0,1288,1,1,Ex,4,2,Gd,Attchd,Fin,500,TA,120,30,245500
8767,CollgCr,7,2005,VinylSd,Gd,PConc,Gd,GLQ,24,1286,1310,Ex,SBrkr,1310,0,0,1310,0,2,Gd,6,1,Gd,Attchd,Fin,400,TA,0,0,164990
10200,Sawyer,5,1940,Wd Sdng,TA,PConc,TA,Unf,0,672,672,Ex,SBrkr,672,0,0,672,0,1,TA,4,0,NA,Detchd,Unf,240,TA,168,0,108000
12090,NoRidge,8,1998,VinylSd,Gd,PConc,Gd,Unf,0,1141,1141,Gd,SBrkr,1165,1098,0,2263,0,2,Gd,10,1,TA,BuiltIn,Fin,420,TA,144,123,258000
10364,Gilbert,6,1995,MetalSd,TA,PConc,Gd,Unf,0,806,806,Gd,SBrkr,806,766,0,1572,0,2,TA,7,1,TA,BuiltIn,Fin,373,TA,0,40,168000
9991,Sawyer,4,1976,Plywood,TA,CBlock,TA,BLQ,1116,165,1281,Ex,SBrkr,1620,0,0,1620,1,2,TA,8,1,TA,Attchd,Unf,490,TA,120,78,150000
10480,SWISU,6,1936,MetalSd,TA,BrkTil,TA,Unf,0,1064,1064,Ex,FuseA,1166,0,473,1639,0,1,TA,6,0,NA,Detchd,Unf,240,TA,0,0,115000
15576,Crawfor,6,1915,Wd Sdng,TA,BrkTil,Gd,Unf,0,840,840,Ex,SBrkr,840,840,0,1680,0,2,TA,8,0,NA,Attchd,Unf,308,TA,0,0,177000
31770,NAmes,6,1960,BrkFace,TA,CBlock,TA,BLQ,639,441,1080,Fa,SBrkr,1656,0,0,1656,1,1,TA,7,2,Gd,Attchd,Fin,528,TA,210,62,215000
5306,StoneBr,7,1987,HdBoard,Gd,PConc,Gd,GLQ,495,354,1064,Gd,SBrkr,1064,703,0,1767,1,2,Gd,5,1,TA,Attchd,RFn,504,Gd,441,35,239000
10197,NAmes,6,1961,WdShing,TA,CBlock,TA,ALQ,288,700,1362,TA,SBrkr,1362,0,0,1362,1,1,TA,6,1,TA,Attchd,Unf,504,TA,0,20,163000
12416,Timber,6,1986,VinylSd,TA,CBlock,Gd,ALQ,1398,0,1606,TA,SBrkr,1651,0,0,1651,1,2,TA,7,1,TA,Attchd,Fin,616,TA,192,0,184000
12615,Edwards,6,1950,WdShing,TA,CBlock,TA,ALQ,477,725,1202,TA,SBrkr,2158,0,0,2158,1,2,Gd,7,1,Gd,Attchd,Unf,576,TA,0,29,243000
10029,ClearCr,6,1988,Plywood,Gd,PConc,Gd,GLQ,831,320,1151,TA,SBrkr,1164,896,0,2060,0,2,TA,8,1,TA,Attchd,Unf,521,TA,0,228,211000
13650,Sawyer,5,1958,MetalSd,Gd,CBlock,TA,ALQ,57,554,1052,Ex,SBrkr,1252,668,0,1920,1,2,Gd,8,1,Gd,Attchd,Unf,451,TA,0,0,172500
17423,StoneBr,9,2008,VinylSd,Ex,PConc,Ex,GLQ,1904,312,2216,Ex,SBrkr,2234,0,0,2234,1,2,Ex,9,1,Gd,Attchd,Fin,1166,TA,0,60,501837
8520,OldTown,5,1923,Wd Sdng,Gd,CBlock,TA,Unf,0,968,968,TA,SBrkr,968,0,0,968,0,1,TA,5,0,NA,Detchd,Unf,480,Fa,0,0,100000
2117,Somerst,6,2000,MetalSd,Gd,PConc,Gd,GLQ,436,320,756,Ex,SBrkr,769,756,0,1525,0,2,Gd,5,1,TA,Detchd,Unf,440,TA,0,0,177000
7588,Crawfor,7,1920,Stucco,TA,BrkTil,Fa,LwQ,352,441,793,Gd,SBrkr,901,901,0,1802,0,1,TA,9,1,Gd,Detchd,Unf,216,Fa,0,0,200100
10011,NAmes,5,1957,HdBoard,TA,CBlock,TA,BLQ,360,710,1070,TA,SBrkr,1236,0,0,1236,0,1,Gd,6,1,Fa,Attchd,Unf,447,TA,0,0,134450
8450,CollgCr,7,2004,VinylSd,Gd,PConc,Gd,GLQ,946,490,1436,Ex,SBrkr,1436,0,0,1436,1,2,Gd,8,0,NA,Attchd,Unf,484,TA,139,98,210000
9906,OldTown,4,1925,MetalSd,TA,CBlock,TA,Unf,0,686,686,Fa,SBrkr,810,518,0,1328,0,1,TA,8,0,NA,Detchd,Unf,210,TA,0,172,107000
15660,Crawfor,7,1939,VinylSd,Gd,CBlock,TA,BLQ,341,457,798,Ex,SBrkr,1137,817,0,1954,0,1,Gd,8,2,TA,Attchd,Unf,431,TA,0,119,311500
3010,Blmngtn,7,2005,VinylSd,Gd,PConc,Gd,GLQ,16,1232,1248,Ex,SBrkr,1248,0,0,1248,0,2,Gd,5,0,NA,Attchd,Fin,438,TA,108,0,167240
8990,CollgCr,7,2006,VinylSd,Gd,PConc,Gd,Unf,0,1498,1498,Ex,SBrkr,1498,0,0,1498,0,2,Gd,5,0,NA,Attchd,RFn,675,TA,351,33,204900
8068,Gilbert,6,2002,VinylSd,Gd,PConc,Gd,Unf,0,1010,1010,Ex,SBrkr,1010,1257,0,2267,0,2,Gd,8,1,TA,BuiltIn,RFn,390,TA,120,46,200000
11475,NWAmes,6,1975,VinylSd,TA,CBlock,Gd,ALQ,550,163,713,TA,SBrkr,811,741,0,1552,1,2,TA,6,1,TA,Attchd,RFn,434,TA,209,208,179900
10500,NAmes,4,1971,HdBoard,TA,CBlock,TA,ALQ,524,160,864,Gd,SBrkr,864,0,0,864,0,1,TA,4,0,NA,Detchd,Unf,576,TA,216,0,97000
13472,NridgHt,10,2003,VinylSd,Ex,PConc,Ex,GLQ,56,2336,2392,Ex,SBrkr,2392,0,0,2392,0,2,Ex,8,1,Ex,Attchd,Fin,968,TA,248,105,386250
1680,BrDale,5,1971,HdBoard,TA,CBlock,TA,Unf,0,630,630,TA,SBrkr,630,672,0,1302,0,2,TA,6,0,NA,Detchd,Unf,280,TA,0,0,112000
12702,OldTown,5,1956,BrkFace,TA,PConc,NA,NA,0,0,0,Gd,FuseA,882,0,0,882,0,1,TA,4,0,NA,Detchd,Unf,308,TA,0,45,97000
19296,NAmes,6,1962,Wd Sdng,TA,CBlock,TA,Rec,672,0,1362,TA,SBrkr,1382,0,0,1382,1,1,TA,6,1,TA,Attchd,Unf,884,TA,0,0,176000
